senderDFSP,senderName,senderUserNumber,senderAccountId,senderRoleType,receiverDFSP,receiverName,receiverUserNumber,receiverAccountId,receiverRoleType
dfsp2,cust170519-8-112,PT170519-8-112,48020257,customer,dfsp1,cust170519-8-111,PT170519-8-111,3949020,customer
dfsp1,cust170519-8-121,PT170519-8-121,94070814,customer,dfsp2,cust170519-8-122,PT170519-8-122,43683977,customer
dfsp2,cust170519-8-122,PT170519-8-122,43683977,customer,dfsp1,cust170519-8-121,PT170519-8-121,94070814,customer
dfsp1,cust170519-8-131,PT170519-8-131,22676003,customer,dfsp2,cust170519-8-132,PT170519-8-132,87657495,customer
dfsp2,cust170519-8-132,PT170519-8-132,87657495,customer,dfsp1,cust170519-8-131,PT170519-8-131,22676003,customer
dfsp1,cust170519-8-141,PT170519-8-141,65028714,customer,dfsp2,cust170519-8-142,PT170519-8-142,80443395,customer
dfsp2,cust170519-8-142,PT170519-8-142,80443395,customer,dfsp1,cust170519-8-141,PT170519-8-141,65028714,customer
dfsp1,cust170519-8-151,PT170519-8-151,99197455,customer,dfsp2,cust170519-8-152,PT170519-8-152,99755759,customer
dfsp2,cust170519-8-152,PT170519-8-152,99755759,customer,dfsp1,cust170519-8-151,PT170519-8-151,99197455,customer
dfsp1,cust170519-8-161,PT170519-8-161,49413475,customer,dfsp2,cust170519-8-162,PT170519-8-162,47743498,customer
dfsp2,cust170519-8-162,PT170519-8-162,47743498,customer,dfsp1,cust170519-8-161,PT170519-8-161,49413475,customer
dfsp1,cust170519-8-171,PT170519-8-171,25482616,customer,dfsp2,cust170519-8-172,PT170519-8-172,19017914,customer
dfsp2,cust170519-8-172,PT170519-8-172,19017914,customer,dfsp1,cust170519-8-171,PT170519-8-171,25482616,customer
dfsp1,cust170519-8-181,PT170519-8-181,12378123,customer,dfsp2,cust170519-8-182,PT170519-8-182,7560515,customer
dfsp2,cust170519-8-182,PT170519-8-182,7560515,customer,dfsp1,cust170519-8-181,PT170519-8-181,12378123,customer
dfsp1,cust170519-8-191,PT170519-8-191,46718168,customer,dfsp2,cust170519-8-192,PT170519-8-192,14755897,customer
dfsp2,cust170519-8-192,PT170519-8-192,14755897,customer,dfsp1,cust170519-8-191,PT170519-8-191,46718168,customer
dfsp1,cust170519-8-201,PT170519-8-201,86789627,customer,dfsp2,cust170519-8-202,PT170519-8-202,16222010,customer
dfsp2,cust170519-8-202,PT170519-8-202,16222010,customer,dfsp1,cust170519-8-201,PT170519-8-201,86789627,customer
dfsp1,cust170519-8-211,PT170519-8-211,5400661,customer,dfsp2,cust170519-8-212,PT170519-8-212,79126696,customer
dfsp2,cust170519-8-212,PT170519-8-212,79126696,customer,dfsp1,cust170519-8-211,PT170519-8-211,5400661,customer
dfsp1,cust170519-8-221,PT170519-8-221,67853737,customer,dfsp2,cust170519-8-222,PT170519-8-222,41491087,customer
dfsp2,cust170519-8-222,PT170519-8-222,41491087,customer,dfsp1,cust170519-8-221,PT170519-8-221,67853737,customer
dfsp1,cust170519-8-231,PT170519-8-231,18213170,customer,dfsp2,cust170519-8-232,PT170519-8-232,3064073,customer
dfsp2,cust170519-8-232,PT170519-8-232,3064073,customer,dfsp1,cust170519-8-231,PT170519-8-231,18213170,customer
dfsp1,cust170519-8-241,PT170519-8-241,13581969,customer,dfsp2,cust170519-8-242,PT170519-8-242,745680,customer
dfsp2,cust170519-8-242,PT170519-8-242,745680,customer,dfsp1,cust170519-8-241,PT170519-8-241,13581969,customer
dfsp1,cust170519-8-251,PT170519-8-251,81311188,customer,dfsp2,cust170519-8-252,PT170519-8-252,19202938,customer
dfsp2,cust170519-8-252,PT170519-8-252,19202938,customer,dfsp1,cust170519-8-251,PT170519-8-251,81311188,customer
dfsp1,cust170519-8-261,PT170519-8-261,78197631,customer,dfsp2,cust170519-8-262,PT170519-8-262,94095700,customer
dfsp2,cust170519-8-262,PT170519-8-262,94095700,customer,dfsp1,cust170519-8-261,PT170519-8-261,78197631,customer
dfsp1,cust170519-8-271,PT170519-8-271,90010989,customer,dfsp2,cust170519-8-272,PT170519-8-272,64067208,customer
dfsp2,cust170519-8-272,PT170519-8-272,64067208,customer,dfsp1,cust170519-8-271,PT170519-8-271,90010989,customer
dfsp1,cust170519-8-281,PT170519-8-281,73286932,customer,dfsp2,cust170519-8-282,PT170519-8-282,73363778,customer
dfsp2,cust170519-8-282,PT170519-8-282,73363778,customer,dfsp1,cust170519-8-281,PT170519-8-281,73286932,customer
dfsp1,cust170519-8-291,PT170519-8-291,85812876,customer,dfsp2,cust170519-8-292,PT170519-8-292,24880439,customer
dfsp2,cust170519-8-292,PT170519-8-292,24880439,customer,dfsp1,cust170519-8-291,PT170519-8-291,85812876,customer
dfsp1,cust170519-8-301,PT170519-8-301,66515693,customer,dfsp2,cust170519-8-302,PT170519-8-302,51127632,customer
dfsp2,cust170519-8-302,PT170519-8-302,51127632,customer,dfsp1,cust170519-8-301,PT170519-8-301,66515693,customer
dfsp1,cust170519-8-311,PT170519-8-311,6671309,customer,dfsp2,cust170519-8-312,PT170519-8-312,22196099,customer
dfsp2,cust170519-8-312,PT170519-8-312,22196099,customer,dfsp1,cust170519-8-311,PT170519-8-311,6671309,customer
dfsp1,cust170519-8-321,PT170519-8-321,31787403,customer,dfsp2,cust170519-8-322,PT170519-8-322,50832716,customer
dfsp2,cust170519-8-322,PT170519-8-322,50832716,customer,dfsp1,cust170519-8-321,PT170519-8-321,31787403,customer
dfsp1,cust170519-8-331,PT170519-8-331,69572755,customer,dfsp2,cust170519-8-332,PT170519-8-332,79818261,customer
dfsp2,cust170519-8-332,PT170519-8-332,79818261,customer,dfsp1,cust170519-8-331,PT170519-8-331,69572755,customer
dfsp1,cust170519-8-341,PT170519-8-341,22942389,customer,dfsp2,cust170519-8-342,PT170519-8-342,36031595,customer
dfsp2,cust170519-8-342,PT170519-8-342,36031595,customer,dfsp1,cust170519-8-341,PT170519-8-341,22942389,customer
dfsp1,cust170519-8-351,PT170519-8-351,40573504,customer,dfsp2,cust170519-8-352,PT170519-8-352,48298219,customer
dfsp2,cust170519-8-352,PT170519-8-352,48298219,customer,dfsp1,cust170519-8-351,PT170519-8-351,40573504,customer
dfsp1,cust170519-8-361,PT170519-8-361,76878577,customer,dfsp2,cust170519-8-362,PT170519-8-362,76820000,customer
dfsp2,cust170519-8-362,PT170519-8-362,76820000,customer,dfsp1,cust170519-8-361,PT170519-8-361,76878577,customer
dfsp1,cust170519-8-371,PT170519-8-371,34591277,customer,dfsp2,cust170519-8-372,PT170519-8-372,61709460,customer
dfsp2,cust170519-8-372,PT170519-8-372,61709460,customer,dfsp1,cust170519-8-371,PT170519-8-371,34591277,customer
dfsp1,cust170519-8-381,PT170519-8-381,2306670,customer,dfsp2,cust170519-8-382,PT170519-8-382,83166040,customer
dfsp2,cust170519-8-382,PT170519-8-382,83166040,customer,dfsp1,cust170519-8-381,PT170519-8-381,2306670,customer
dfsp1,cust170519-8-391,PT170519-8-391,54804785,customer,dfsp2,cust170519-8-392,PT170519-8-392,21466007,customer
dfsp2,cust170519-8-392,PT170519-8-392,21466007,customer,dfsp1,cust170519-8-391,PT170519-8-391,54804785,customer
dfsp1,cust170519-8-401,PT170519-8-401,32232978,customer,dfsp2,cust170519-8-402,PT170519-8-402,86923300,customer
dfsp2,cust170519-8-402,PT170519-8-402,86923300,customer,dfsp1,cust170519-8-401,PT170519-8-401,32232978,customer
dfsp1,cust170519-8-411,PT170519-8-411,63289688,customer,dfsp2,cust170519-8-412,PT170519-8-412,7852605,customer
dfsp2,cust170519-8-412,PT170519-8-412,7852605,customer,dfsp1,cust170519-8-411,PT170519-8-411,63289688,customer
dfsp1,cust170519-8-421,PT170519-8-421,72651290,customer,dfsp2,cust170519-8-422,PT170519-8-422,48315804,customer
dfsp2,cust170519-8-422,PT170519-8-422,48315804,customer,dfsp1,cust170519-8-421,PT170519-8-421,72651290,customer
dfsp1,cust170519-8-431,PT170519-8-431,72076140,customer,dfsp2,cust170519-8-432,PT170519-8-432,34698440,customer
dfsp2,cust170519-8-432,PT170519-8-432,34698440,customer,dfsp1,cust170519-8-431,PT170519-8-431,72076140,customer
dfsp1,cust170519-8-441,PT170519-8-441,59773203,customer,dfsp2,cust170519-8-442,PT170519-8-442,67927800,customer
dfsp2,cust170519-8-442,PT170519-8-442,67927800,customer,dfsp1,cust170519-8-441,PT170519-8-441,59773203,customer
dfsp1,cust170519-8-451,PT170519-8-451,83156918,customer,dfsp2,cust170519-8-452,PT170519-8-452,23101487,customer
dfsp2,cust170519-8-452,PT170519-8-452,23101487,customer,dfsp1,cust170519-8-451,PT170519-8-451,83156918,customer
dfsp1,cust170519-8-461,PT170519-8-461,15440039,customer,dfsp2,cust170519-8-462,PT170519-8-462,77429623,customer
dfsp2,cust170519-8-462,PT170519-8-462,77429623,customer,dfsp1,cust170519-8-461,PT170519-8-461,15440039,customer
dfsp1,cust170519-8-471,PT170519-8-471,20737010,customer,dfsp2,cust170519-8-472,PT170519-8-472,7281039,customer
dfsp2,cust170519-8-472,PT170519-8-472,7281039,customer,dfsp1,cust170519-8-471,PT170519-8-471,20737010,customer
dfsp1,cust170519-8-481,PT170519-8-481,52634158,customer,dfsp2,cust170519-8-482,PT170519-8-482,83986009,customer
dfsp2,cust170519-8-482,PT170519-8-482,83986009,customer,dfsp1,cust170519-8-481,PT170519-8-481,52634158,customer
dfsp1,cust170519-8-491,PT170519-8-491,34233072,customer,dfsp2,cust170519-8-492,PT170519-8-492,74550794,customer
dfsp2,cust170519-8-492,PT170519-8-492,74550794,customer,dfsp1,cust170519-8-491,PT170519-8-491,34233072,customer
dfsp1,cust170519-8-01,PT170519-8-01,17909278,customer,dfsp2,cust170519-8-02,PT170519-8-02,93165657,customer
dfsp2,cust170519-8-02,PT170519-8-02,93165657,customer,dfsp1,cust170519-8-01,PT170519-8-01,17909278,customer
dfsp1,cust170519-8-11,PT170519-8-11,21833713,customer,dfsp2,cust170519-8-12,PT170519-8-12,84427748,customer
dfsp2,cust170519-8-12,PT170519-8-12,84427748,customer,dfsp1,cust170519-8-11,PT170519-8-11,21833713,customer
dfsp1,cust170519-8-21,PT170519-8-21,38650238,customer,dfsp2,cust170519-8-22,PT170519-8-22,75756631,customer
dfsp2,cust170519-8-22,PT170519-8-22,75756631,customer,dfsp1,cust170519-8-21,PT170519-8-21,38650238,customer
dfsp1,cust170519-8-31,PT170519-8-31,31104771,customer,dfsp2,cust170519-8-32,PT170519-8-32,33646849,customer
dfsp2,cust170519-8-32,PT170519-8-32,33646849,customer,dfsp1,cust170519-8-31,PT170519-8-31,31104771,customer
dfsp1,cust170519-8-41,PT170519-8-41,60487224,customer,dfsp2,cust170519-8-42,PT170519-8-42,58882364,customer
dfsp2,cust170519-8-42,PT170519-8-42,58882364,customer,dfsp1,cust170519-8-41,PT170519-8-41,60487224,customer
dfsp1,cust170519-8-51,PT170519-8-51,46870977,customer,dfsp2,cust170519-8-52,PT170519-8-52,64487426,customer
dfsp2,cust170519-8-52,PT170519-8-52,64487426,customer,dfsp1,cust170519-8-51,PT170519-8-51,46870977,customer
dfsp1,cust170519-8-61,PT170519-8-61,82133457,customer,dfsp2,cust170519-8-62,PT170519-8-62,37014304,customer
dfsp2,cust170519-8-62,PT170519-8-62,37014304,customer,dfsp1,cust170519-8-61,PT170519-8-61,82133457,customer
dfsp1,cust170519-8-71,PT170519-8-71,40021679,customer,dfsp2,cust170519-8-72,PT170519-8-72,56098152,customer
dfsp2,cust170519-8-72,PT170519-8-72,56098152,customer,dfsp1,cust170519-8-71,PT170519-8-71,40021679,customer
dfsp1,cust170519-8-81,PT170519-8-81,20918685,customer,dfsp2,cust170519-8-82,PT170519-8-82,94955912,customer
dfsp2,cust170519-8-82,PT170519-8-82,94955912,customer,dfsp1,cust170519-8-81,PT170519-8-81,20918685,customer
dfsp1,cust170519-8-91,PT170519-8-91,24045960,customer,dfsp2,cust170519-8-92,PT170519-8-92,4205465,customer
dfsp2,cust170519-8-92,PT170519-8-92,4205465,customer,dfsp1,cust170519-8-91,PT170519-8-91,24045960,customer
dfsp1,cust170519-8-101,PT170519-8-101,52977910,customer,dfsp2,cust170519-8-102,PT170519-8-102,43150868,customer
dfsp2,cust170519-8-102,PT170519-8-102,43150868,customer,dfsp1,cust170519-8-101,PT170519-8-101,52977910,customer
dfsp1,cust170519-8-111,PT170519-8-111,3949020,customer,dfsp2,cust170519-8-112,PT170519-8-112,48020257,customer
dfsp2,cust170519-8-112,PT170519-8-112,48020257,customer,dfsp1,cust170519-8-111,PT170519-8-111,3949020,customer
dfsp1,cust170519-8-121,PT170519-8-121,94070814,customer,dfsp2,cust170519-8-122,PT170519-8-122,43683977,customer
dfsp2,cust170519-8-122,PT170519-8-122,43683977,customer,dfsp1,cust170519-8-121,PT170519-8-121,94070814,customer
dfsp1,cust170519-8-131,PT170519-8-131,22676003,customer,dfsp2,cust170519-8-132,PT170519-8-132,87657495,customer
dfsp2,cust170519-8-132,PT170519-8-132,87657495,customer,dfsp1,cust170519-8-131,PT170519-8-131,22676003,customer
dfsp1,cust170519-8-141,PT170519-8-141,65028714,customer,dfsp2,cust170519-8-142,PT170519-8-142,80443395,customer
dfsp2,cust170519-8-142,PT170519-8-142,80443395,customer,dfsp1,cust170519-8-141,PT170519-8-141,65028714,customer
dfsp1,cust170519-8-151,PT170519-8-151,99197455,customer,dfsp2,cust170519-8-152,PT170519-8-152,99755759,customer
dfsp2,cust170519-8-152,PT170519-8-152,99755759,customer,dfsp1,cust170519-8-151,PT170519-8-151,99197455,customer
dfsp1,cust170519-8-161,PT170519-8-161,49413475,customer,dfsp2,cust170519-8-162,PT170519-8-162,47743498,customer
dfsp2,cust170519-8-162,PT170519-8-162,47743498,customer,dfsp1,cust170519-8-161,PT170519-8-161,49413475,customer
dfsp1,cust170519-8-171,PT170519-8-171,25482616,customer,dfsp2,cust170519-8-172,PT170519-8-172,19017914,customer
dfsp2,cust170519-8-172,PT170519-8-172,19017914,customer,dfsp1,cust170519-8-171,PT170519-8-171,25482616,customer
dfsp1,cust170519-8-181,PT170519-8-181,12378123,customer,dfsp2,cust170519-8-182,PT170519-8-182,7560515,customer
dfsp2,cust170519-8-182,PT170519-8-182,7560515,customer,dfsp1,cust170519-8-181,PT170519-8-181,12378123,customer
dfsp1,cust170519-8-191,PT170519-8-191,46718168,customer,dfsp2,cust170519-8-192,PT170519-8-192,14755897,customer
dfsp2,cust170519-8-192,PT170519-8-192,14755897,customer,dfsp1,cust170519-8-191,PT170519-8-191,46718168,customer
dfsp1,cust170519-8-201,PT170519-8-201,86789627,customer,dfsp2,cust170519-8-202,PT170519-8-202,16222010,customer
dfsp2,cust170519-8-202,PT170519-8-202,16222010,customer,dfsp1,cust170519-8-201,PT170519-8-201,86789627,customer
dfsp1,cust170519-8-211,PT170519-8-211,5400661,customer,dfsp2,cust170519-8-212,PT170519-8-212,79126696,customer
dfsp2,cust170519-8-212,PT170519-8-212,79126696,customer,dfsp1,cust170519-8-211,PT170519-8-211,5400661,customer
dfsp1,cust170519-8-221,PT170519-8-221,67853737,customer,dfsp2,cust170519-8-222,PT170519-8-222,41491087,customer
dfsp2,cust170519-8-222,PT170519-8-222,41491087,customer,dfsp1,cust170519-8-221,PT170519-8-221,67853737,customer
dfsp1,cust170519-8-231,PT170519-8-231,18213170,customer,dfsp2,cust170519-8-232,PT170519-8-232,3064073,customer
dfsp2,cust170519-8-232,PT170519-8-232,3064073,customer,dfsp1,cust170519-8-231,PT170519-8-231,18213170,customer
dfsp1,cust170519-8-241,PT170519-8-241,13581969,customer,dfsp2,cust170519-8-242,PT170519-8-242,745680,customer
dfsp2,cust170519-8-242,PT170519-8-242,745680,customer,dfsp1,cust170519-8-241,PT170519-8-241,13581969,customer
dfsp1,cust170519-8-251,PT170519-8-251,81311188,customer,dfsp2,cust170519-8-252,PT170519-8-252,19202938,customer
dfsp2,cust170519-8-252,PT170519-8-252,19202938,customer,dfsp1,cust170519-8-251,PT170519-8-251,81311188,customer
dfsp1,cust170519-8-261,PT170519-8-261,78197631,customer,dfsp2,cust170519-8-262,PT170519-8-262,94095700,customer
dfsp2,cust170519-8-262,PT170519-8-262,94095700,customer,dfsp1,cust170519-8-261,PT170519-8-261,78197631,customer
dfsp1,cust170519-8-271,PT170519-8-271,90010989,customer,dfsp2,cust170519-8-272,PT170519-8-272,64067208,customer
dfsp2,cust170519-8-272,PT170519-8-272,64067208,customer,dfsp1,cust170519-8-271,PT170519-8-271,90010989,customer
dfsp1,cust170519-8-281,PT170519-8-281,73286932,customer,dfsp2,cust170519-8-282,PT170519-8-282,73363778,customer
dfsp2,cust170519-8-282,PT170519-8-282,73363778,customer,dfsp1,cust170519-8-281,PT170519-8-281,73286932,customer
dfsp1,cust170519-8-291,PT170519-8-291,85812876,customer,dfsp2,cust170519-8-292,PT170519-8-292,24880439,customer
dfsp2,cust170519-8-292,PT170519-8-292,24880439,customer,dfsp1,cust170519-8-291,PT170519-8-291,85812876,customer
dfsp1,cust170519-8-301,PT170519-8-301,66515693,customer,dfsp2,cust170519-8-302,PT170519-8-302,51127632,customer
dfsp2,cust170519-8-302,PT170519-8-302,51127632,customer,dfsp1,cust170519-8-301,PT170519-8-301,66515693,customer
dfsp1,cust170519-8-311,PT170519-8-311,6671309,customer,dfsp2,cust170519-8-312,PT170519-8-312,22196099,customer
dfsp2,cust170519-8-312,PT170519-8-312,22196099,customer,dfsp1,cust170519-8-311,PT170519-8-311,6671309,customer
dfsp1,cust170519-8-321,PT170519-8-321,31787403,customer,dfsp2,cust170519-8-322,PT170519-8-322,50832716,customer
dfsp2,cust170519-8-322,PT170519-8-322,50832716,customer,dfsp1,cust170519-8-321,PT170519-8-321,31787403,customer
dfsp1,cust170519-8-331,PT170519-8-331,69572755,customer,dfsp2,cust170519-8-332,PT170519-8-332,79818261,customer
dfsp2,cust170519-8-332,PT170519-8-332,79818261,customer,dfsp1,cust170519-8-331,PT170519-8-331,69572755,customer
dfsp1,cust170519-8-341,PT170519-8-341,22942389,customer,dfsp2,cust170519-8-342,PT170519-8-342,36031595,customer
dfsp2,cust170519-8-342,PT170519-8-342,36031595,customer,dfsp1,cust170519-8-341,PT170519-8-341,22942389,customer
dfsp1,cust170519-8-351,PT170519-8-351,40573504,customer,dfsp2,cust170519-8-352,PT170519-8-352,48298219,customer
dfsp2,cust170519-8-352,PT170519-8-352,48298219,customer,dfsp1,cust170519-8-351,PT170519-8-351,40573504,customer
dfsp1,cust170519-8-361,PT170519-8-361,76878577,customer,dfsp2,cust170519-8-362,PT170519-8-362,76820000,customer
dfsp2,cust170519-8-362,PT170519-8-362,76820000,customer,dfsp1,cust170519-8-361,PT170519-8-361,76878577,customer
dfsp1,cust170519-8-371,PT170519-8-371,34591277,customer,dfsp2,cust170519-8-372,PT170519-8-372,61709460,customer
dfsp2,cust170519-8-372,PT170519-8-372,61709460,customer,dfsp1,cust170519-8-371,PT170519-8-371,34591277,customer
dfsp1,cust170519-8-381,PT170519-8-381,2306670,customer,dfsp2,cust170519-8-382,PT170519-8-382,83166040,customer
dfsp2,cust170519-8-382,PT170519-8-382,83166040,customer,dfsp1,cust170519-8-381,PT170519-8-381,2306670,customer
dfsp1,cust170519-8-391,PT170519-8-391,54804785,customer,dfsp2,cust170519-8-392,PT170519-8-392,21466007,customer
dfsp2,cust170519-8-392,PT170519-8-392,21466007,customer,dfsp1,cust170519-8-391,PT170519-8-391,54804785,customer
dfsp1,cust170519-8-401,PT170519-8-401,32232978,customer,dfsp2,cust170519-8-402,PT170519-8-402,86923300,customer
dfsp2,cust170519-8-402,PT170519-8-402,86923300,customer,dfsp1,cust170519-8-401,PT170519-8-401,32232978,customer
dfsp1,cust170519-8-411,PT170519-8-411,63289688,customer,dfsp2,cust170519-8-412,PT170519-8-412,7852605,customer
dfsp2,cust170519-8-412,PT170519-8-412,7852605,customer,dfsp1,cust170519-8-411,PT170519-8-411,63289688,customer
dfsp1,cust170519-8-421,PT170519-8-421,72651290,customer,dfsp2,cust170519-8-422,PT170519-8-422,48315804,customer
dfsp2,cust170519-8-422,PT170519-8-422,48315804,customer,dfsp1,cust170519-8-421,PT170519-8-421,72651290,customer
dfsp1,cust170519-8-431,PT170519-8-431,72076140,customer,dfsp2,cust170519-8-432,PT170519-8-432,34698440,customer
dfsp2,cust170519-8-432,PT170519-8-432,34698440,customer,dfsp1,cust170519-8-431,PT170519-8-431,72076140,customer
dfsp1,cust170519-8-441,PT170519-8-441,59773203,customer,dfsp2,cust170519-8-442,PT170519-8-442,67927800,customer
dfsp2,cust170519-8-442,PT170519-8-442,67927800,customer,dfsp1,cust170519-8-441,PT170519-8-441,59773203,customer
dfsp1,cust170519-8-451,PT170519-8-451,83156918,customer,dfsp2,cust170519-8-452,PT170519-8-452,23101487,customer
dfsp2,cust170519-8-452,PT170519-8-452,23101487,customer,dfsp1,cust170519-8-451,PT170519-8-451,83156918,customer
dfsp1,cust170519-8-461,PT170519-8-461,15440039,customer,dfsp2,cust170519-8-462,PT170519-8-462,77429623,customer
dfsp2,cust170519-8-462,PT170519-8-462,77429623,customer,dfsp1,cust170519-8-461,PT170519-8-461,15440039,customer
dfsp1,cust170519-8-471,PT170519-8-471,20737010,customer,dfsp2,cust170519-8-472,PT170519-8-472,7281039,customer
dfsp2,cust170519-8-472,PT170519-8-472,7281039,customer,dfsp1,cust170519-8-471,PT170519-8-471,20737010,customer
dfsp1,cust170519-8-481,PT170519-8-481,52634158,customer,dfsp2,cust170519-8-482,PT170519-8-482,83986009,customer
dfsp2,cust170519-8-482,PT170519-8-482,83986009,customer,dfsp1,cust170519-8-481,PT170519-8-481,52634158,customer
dfsp1,cust170519-8-491,PT170519-8-491,34233072,customer,dfsp2,cust170519-8-492,PT170519-8-492,74550794,customer
dfsp2,cust170519-8-492,PT170519-8-492,74550794,customer,dfsp1,cust170519-8-491,PT170519-8-491,34233072,customer
dfsp1,cust170519-8-01,PT170519-8-01,17909278,customer,dfsp2,cust170519-8-02,PT170519-8-02,93165657,customer
dfsp2,cust170519-8-02,PT170519-8-02,93165657,customer,dfsp1,cust170519-8-01,PT170519-8-01,17909278,customer
dfsp1,cust170519-8-11,PT170519-8-11,21833713,customer,dfsp2,cust170519-8-12,PT170519-8-12,84427748,customer
dfsp2,cust170519-8-12,PT170519-8-12,84427748,customer,dfsp1,cust170519-8-11,PT170519-8-11,21833713,customer
dfsp1,cust170519-8-21,PT170519-8-21,38650238,customer,dfsp2,cust170519-8-22,PT170519-8-22,75756631,customer
dfsp2,cust170519-8-22,PT170519-8-22,75756631,customer,dfsp1,cust170519-8-21,PT170519-8-21,38650238,customer
dfsp1,cust170519-8-31,PT170519-8-31,31104771,customer,dfsp2,cust170519-8-32,PT170519-8-32,33646849,customer
dfsp2,cust170519-8-32,PT170519-8-32,33646849,customer,dfsp1,cust170519-8-31,PT170519-8-31,31104771,customer
dfsp1,cust170519-8-41,PT170519-8-41,60487224,customer,dfsp2,cust170519-8-42,PT170519-8-42,58882364,customer
dfsp2,cust170519-8-42,PT170519-8-42,58882364,customer,dfsp1,cust170519-8-41,PT170519-8-41,60487224,customer
dfsp1,cust170519-8-51,PT170519-8-51,46870977,customer,dfsp2,cust170519-8-52,PT170519-8-52,64487426,customer
dfsp2,cust170519-8-52,PT170519-8-52,64487426,customer,dfsp1,cust170519-8-51,PT170519-8-51,46870977,customer
dfsp1,cust170519-8-61,PT170519-8-61,82133457,customer,dfsp2,cust170519-8-62,PT170519-8-62,37014304,customer
dfsp2,cust170519-8-62,PT170519-8-62,37014304,customer,dfsp1,cust170519-8-61,PT170519-8-61,82133457,customer
dfsp1,cust170519-8-71,PT170519-8-71,40021679,customer,dfsp2,cust170519-8-72,PT170519-8-72,56098152,customer
dfsp2,cust170519-8-72,PT170519-8-72,56098152,customer,dfsp1,cust170519-8-71,PT170519-8-71,40021679,customer
dfsp1,cust170519-8-81,PT170519-8-81,20918685,customer,dfsp2,cust170519-8-82,PT170519-8-82,94955912,customer
dfsp2,cust170519-8-82,PT170519-8-82,94955912,customer,dfsp1,cust170519-8-81,PT170519-8-81,20918685,customer
dfsp1,cust170519-8-91,PT170519-8-91,24045960,customer,dfsp2,cust170519-8-92,PT170519-8-92,4205465,customer
dfsp2,cust170519-8-92,PT170519-8-92,4205465,customer,dfsp1,cust170519-8-91,PT170519-8-91,24045960,customer
dfsp1,cust170519-8-101,PT170519-8-101,52977910,customer,dfsp2,cust170519-8-102,PT170519-8-102,43150868,customer
dfsp2,cust170519-8-102,PT170519-8-102,43150868,customer,dfsp1,cust170519-8-101,PT170519-8-101,52977910,customer
dfsp1,cust170519-8-111,PT170519-8-111,3949020,customer,dfsp2,cust170519-8-112,PT170519-8-112,48020257,customer
dfsp2,cust170519-8-112,PT170519-8-112,48020257,customer,dfsp1,cust170519-8-111,PT170519-8-111,3949020,customer
dfsp1,cust170519-8-121,PT170519-8-121,94070814,customer,dfsp2,cust170519-8-122,PT170519-8-122,43683977,customer
dfsp2,cust170519-8-122,PT170519-8-122,43683977,customer,dfsp1,cust170519-8-121,PT170519-8-121,94070814,customer
dfsp1,cust170519-8-131,PT170519-8-131,22676003,customer,dfsp2,cust170519-8-132,PT170519-8-132,87657495,customer
dfsp2,cust170519-8-132,PT170519-8-132,87657495,customer,dfsp1,cust170519-8-131,PT170519-8-131,22676003,customer
dfsp1,cust170519-8-141,PT170519-8-141,65028714,customer,dfsp2,cust170519-8-142,PT170519-8-142,80443395,customer
dfsp2,cust170519-8-142,PT170519-8-142,80443395,customer,dfsp1,cust170519-8-141,PT170519-8-141,65028714,customer
dfsp1,cust170519-8-151,PT170519-8-151,99197455,customer,dfsp2,cust170519-8-152,PT170519-8-152,99755759,customer
dfsp2,cust170519-8-152,PT170519-8-152,99755759,customer,dfsp1,cust170519-8-151,PT170519-8-151,99197455,customer
dfsp1,cust170519-8-161,PT170519-8-161,49413475,customer,dfsp2,cust170519-8-162,PT170519-8-162,47743498,customer
dfsp2,cust170519-8-162,PT170519-8-162,47743498,customer,dfsp1,cust170519-8-161,PT170519-8-161,49413475,customer
dfsp1,cust170519-8-171,PT170519-8-171,25482616,customer,dfsp2,cust170519-8-172,PT170519-8-172,19017914,customer
dfsp2,cust170519-8-172,PT170519-8-172,19017914,customer,dfsp1,cust170519-8-171,PT170519-8-171,25482616,customer
dfsp1,cust170519-8-181,PT170519-8-181,12378123,customer,dfsp2,cust170519-8-182,PT170519-8-182,7560515,customer
dfsp2,cust170519-8-182,PT170519-8-182,7560515,customer,dfsp1,cust170519-8-181,PT170519-8-181,12378123,customer
dfsp1,cust170519-8-191,PT170519-8-191,46718168,customer,dfsp2,cust170519-8-192,PT170519-8-192,14755897,customer
dfsp2,cust170519-8-192,PT170519-8-192,14755897,customer,dfsp1,cust170519-8-191,PT170519-8-191,46718168,customer
dfsp1,cust170519-8-201,PT170519-8-201,86789627,customer,dfsp2,cust170519-8-202,PT170519-8-202,16222010,customer
dfsp2,cust170519-8-202,PT170519-8-202,16222010,customer,dfsp1,cust170519-8-201,PT170519-8-201,86789627,customer
dfsp1,cust170519-8-211,PT170519-8-211,5400661,customer,dfsp2,cust170519-8-212,PT170519-8-212,79126696,customer
dfsp2,cust170519-8-212,PT170519-8-212,79126696,customer,dfsp1,cust170519-8-211,PT170519-8-211,5400661,customer
dfsp1,cust170519-8-221,PT170519-8-221,67853737,customer,dfsp2,cust170519-8-222,PT170519-8-222,41491087,customer
dfsp2,cust170519-8-222,PT170519-8-222,41491087,customer,dfsp1,cust170519-8-221,PT170519-8-221,67853737,customer
dfsp1,cust170519-8-231,PT170519-8-231,18213170,customer,dfsp2,cust170519-8-232,PT170519-8-232,3064073,customer
